athlete_id,name,region,affiliate,gender,age,height,candj,snatch,deadlift,backsq,train,experience,howlong
KIWY33474672391258,Amy Collins,North Central,CrossFit St. Croix,Female,34.0-40.0,1.0-66.0,-45.0-175.0,110.0067313057329,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
QURC50081845981929,Gary Sanders,Canada West,CrossFit Athlete Inside (AI),Female,40.0-56.0,1.0-66.0,175.0-209.60000000000002,139.97047513251252,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
RJTG42737146749093,Kim Shaw,Southern California,CrossFit Inferno,Female,14.0-28.0,1.0-66.0,-45.0-175.0,115.0063908864854,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
GKWQ89413296131928,Tracey Murphy,Central East,TeamBSS CrossFit,Female,34.0-40.0,1.0-66.0,-45.0-175.0,105.01751851255223,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
PZME35247394511604,Mrs Joan Cook,North East,RedShed CrossFit,Female,31.0-34.0,1.0-66.0,-45.0-175.0,110.01920764025947,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,4+ years|
NNNO21241433408059,Mr Rhys Webb,Canada East,CrossFit Resurrection,Female,14.0-28.0,1.0-66.0,-45.0-175.0,94.94053859687253,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
OAZO33838927177572,Zoe King,Mid Atlantic,CrossFit Mayview,Female,34.0-40.0,1.0-66.0,-45.0-175.0,100.0500104447197,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
ZPOA21347255503953,Lindsey Ward,Canada West,Bodyshop CrossFit West Kelowna,Female,34.0-40.0,66.0-69.0,-45.0-175.0,124.95517534561776,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
ZYGW90724861819838,Victor Knowles-Smith,Canada East,CrossFit DSF,Female,14.0-28.0,1.0-66.0,-45.0-175.0,134.86093628624167,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,1-2 years|
OYXE17372292872870,Lucy Shah-Ford,South East,CrossFit North Fulton,Female,28.0-31.0,1.0-66.0,-45.0-175.0,120.09959113850036,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
ROVA25077060415968,Diane Watkins,North Central,Unaffiliated,Female,14.0-28.0,1.0-66.0,209.60000000000002-240.0,184.94389591253974,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
DHWP31430073390784,Marie Burton,North East,CrossFit 718,Female,34.0-40.0,1.0-66.0,-45.0-175.0,130.0253467420407,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
XHMC43985216899632,Mr Lawrence Johnson,Mid Atlantic,Metro CrossFit,Female,28.0-31.0,1.0-66.0,175.0-209.60000000000002,134.92867141950077,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
EIHG54775480827633,Mr Alan Richardson,North East,Reebok CrossFit One,Female,31.0-34.0,1.0-66.0,-45.0-175.0,140.14350828192732,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
RQVL01240362946701,Phillip Harvey,Central East,Five Lakes CrossFit,Female,14.0-28.0,1.0-66.0,-45.0-175.0,105.01227766157034,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,1-2 years|
UCPQ99934203294562,Mandy Martin,Central East,CrossFit Tipp City,Female,31.0-34.0,66.0-69.0,-45.0-175.0,115.09511244004281,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,4+ years|
ASDZ04484734574617,Dr Lynda Barker,Mid Atlantic,CrossFit Old Bay,Female,34.0-40.0,66.0-69.0,-45.0-175.0,125.03714665042584,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
DAVN56418796305943,Julie Williams,North East,CrossFit Pace Performance,Female,14.0-28.0,1.0-66.0,-45.0-175.0,131.8197776103026,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
JLRY99589860365571,Kathryn Kennedy,Central East,CrossFit SolaFide,Female,31.0-34.0,66.0-69.0,-45.0-175.0,144.89748905485314,0.0-305.0,240.0-295.0,I write my own programming|Decline to answer|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
JXNN25205981337203,Kelly Harris,South Central,CrossFit Alpha 1 Athlete,Female,14.0-28.0,1.0-66.0,175.0-209.60000000000002,135.13662767475455,305.0-375.0,240.0-295.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|",I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
ZZNT45589232368698,Dr Hollie James,South West,CrossFit Bonedale,Female,31.0-34.0,1.0-66.0,-45.0-175.0,134.9939477007928,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,2-4 years|
UIWJ28964525037564,Ms Grace Sharp,Mid Atlantic,CrossFit Center City,Female,28.0-31.0,1.0-66.0,-45.0-175.0,131.92785587374385,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
ZENU62032775719978,Pauline Stanley,South Central,CrossFit 915,Female,14.0-28.0,1.0-66.0,-45.0-175.0,140.14765336160957,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
AAYV95305736321829,Raymond O'Donnell,North Central,CrossFit Springfield,Female,28.0-31.0,1.0-66.0,-45.0-175.0,135.1482798289515,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
UPDK06649950786480,Billy Miller,North Central,Black Hills CrossFit,Female,14.0-28.0,1.0-66.0,-45.0-175.0,119.9786204683456,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
MKUG07335372997465,Norman Fowler-Benson,Canada East,CrossFit Crux,Female,34.0-40.0,1.0-66.0,-45.0-175.0,102.05847236593465,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,2-4 years|4+ years|
SRRB47408859072687,Christopher Webb,South East,CrossFit BNI,Female,34.0-40.0,66.0-69.0,-45.0-175.0,104.75362479478514,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
QYWC60595628406427,Dr Joel Miller,South East,CrossFit High Tide,Female,14.0-28.0,1.0-66.0,-45.0-175.0,119.98750602830941,0.0-305.0,0.0-240.0,"I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
JTGN29522330748309,Ms Jacqueline Howell,South West,CrossFit South Denver,Female,28.0-31.0,72.0-8388607.0,175.0-209.60000000000002,135.11209400370763,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,4+ years|
WYPA54447633242510,Jade Robinson-Taylor,Mid Atlantic,CrossFit 460,Female,34.0-40.0,1.0-66.0,-45.0-175.0,131.9606390371812,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,2-4 years|
ZSMQ38169339129672,Bernard Smith,Northern California,CrossFit Santa Cruz,Female,34.0-40.0,1.0-66.0,-45.0-175.0,93.07217399373657,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
KXFT26730378702103,Mr Dominic Robinson,Southern California,Outlier CrossFit,Female,28.0-31.0,70.0-72.0,175.0-209.60000000000002,151.86409041677186,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
ARII87929885413050,Dr Jayne Hunter,Australia,Cooee CrossFit,Female,40.0-56.0,1.0-66.0,-45.0-175.0,98.92441572080159,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
RDMV32360761111130,Harriet Evans,Southern California,CrossFit La Verne,Female,31.0-34.0,1.0-66.0,-45.0-175.0,114.99622226080072,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
CCAF57187291929711,Nigel Wright,North East,CrossFit  321,Female,40.0-56.0,1.0-66.0,-45.0-175.0,105.11582536005135,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
WHUA25394974756619,Mr Thomas Hughes,Canada West,Reebok CrossFit Ramsay,Female,34.0-40.0,1.0-66.0,175.0-209.60000000000002,140.0482390025353,0.0-305.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
HBYB20667845298911,Sam Evans-Kay,Canada West,CrossFit Regina,Female,28.0-31.0,1.0-66.0,-45.0-175.0,130.0295565803386,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
HPNV36878461059657,Dr Donna Berry,Mid Atlantic,CrossFit Ferus,Female,34.0-40.0,1.0-66.0,175.0-209.60000000000002,130.12231632157793,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
BLDW87048516827402,James Roberts,Southern California,CrossFit Pendulum,Female,14.0-28.0,1.0-66.0,-45.0-175.0,127.01026709390844,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|,2-4 years|
UIQR83725824709060,Kieran Green,Central East,CrossFit Carmel,Female,40.0-56.0,1.0-66.0,-45.0-175.0,109.81297530743696,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
